Date,Open,High,Low,Close,Adj Close,Volume
2019-08-02,1.212724,1.214491,1.209175,1.212430,1.212430,0
2019-08-05,1.214919,1.218814,1.210317,1.215214,1.215214,0
2019-08-06,1.215613,1.220971,1.214285,1.215820,1.215820,0
2019-08-07,1.217226,1.219141,1.212224,1.216974,1.216974,0
2019-08-08,1.214167,1.218324,1.209775,1.214329,1.214329,0
2019-08-09,1.214477,1.214772,1.205734,1.214373,1.214373,0
2019-08-12,1.202198,1.210068,1.201923,1.202198,1.202198,0
2019-08-13,1.208021,1.209760,1.204355,1.207875,1.207875,0
2019-08-14,1.206418,1.209995,1.204674,1.206418,1.206418,0
2019-08-15,1.206040,1.214255,1.205110,1.206040,1.206040,0
2019-08-16,1.209219,1.217730,1.208313,1.209161,1.209161,0
2019-08-19,1.215983,1.217271,1.210580,1.216101,1.216101,0
2019-08-20,1.212974,1.216723,1.206695,1.213151,1.213151,0
2019-08-21,1.216530,1.217582,1.211475,1.216234,1.216234,0
2019-08-22,1.213151,1.226979,1.210962,1.213224,1.213224,0
2019-08-23,1.225145,1.227792,1.219646,1.225190,1.225190,0
2019-08-26,1.226196,1.228381,1.220942,1.226242,1.226242,0
2019-08-27,1.222165,1.230527,1.221001,1.222195,1.222195,0
2019-08-28,1.228215,1.228954,1.216367,1.228320,1.228320,0
2019-08-29,1.221747,1.223107,1.218457,1.221852,1.221852,0
2019-08-30,1.218531,1.222374,1.216219,1.218650,1.218650,0
2019-09-02,1.215939,1.217582,1.203905,1.215924,1.215924,0
2019-09-03,1.206535,1.210243,1.195943,1.206666,1.206666,0
2019-09-04,1.209190,1.222046,1.208678,1.209044,1.209044,0
2019-09-05,1.224545,1.235330,1.221300,1.224890,1.224890,0
2019-09-06,1.232590,1.234416,1.228894,1.232392,1.232392,0
2019-09-09,1.228697,1.238114,1.223691,1.228305,1.228305,0
2019-09-10,1.234644,1.237517,1.230845,1.234537,1.234537,0
2019-09-11,1.235315,1.237118,1.232286,1.235483,1.235483,0
2019-09-12,1.233517,1.235926,1.228637,1.233471,1.233471,0
2019-09-13,1.233046,1.247038,1.232863,1.232939,1.232939,0
2019-09-16,1.249844,1.249844,1.240202,1.249734,1.249734,0
2019-09-17,1.242730,1.249531,1.239465,1.242854,1.242854,0
2019-09-18,1.250313,1.250625,1.244137,1.250266,1.250266,0
2019-09-19,1.247007,1.249859,1.244245,1.247054,1.247054,0
2019-09-20,1.252662,1.258305,1.246479,1.252505,1.252505,0
2019-09-23,1.247085,1.249172,1.241527,1.247194,1.247194,0
2019-09-24,1.243565,1.250219,1.241557,1.243456,1.243456,0
2019-09-25,1.248595,1.248782,1.235682,1.248595,1.248595,0
2019-09-26,1.235926,1.238083,1.230497,1.235956,1.235956,0
2019-09-27,1.233046,1.233654,1.227310,1.233198,1.233198,0
2019-09-30,1.229287,1.234385,1.228486,1.229317,1.229317,0
2019-10-01,1.229060,1.231375,1.221061,1.228999,1.228999,0
2019-10-02,1.229317,1.231785,1.222868,1.229226,1.229226,0
2019-10-03,1.230527,1.241265,1.226693,1.230436,1.230436,0
2019-10-04,1.233989,1.235788,1.227747,1.234233,1.234233,0
2019-10-07,1.233502,1.233806,1.228954,1.233441,1.233441,0
2019-10-08,1.228879,1.230315,1.219929,1.228803,1.228803,0
2019-10-09,1.222076,1.228320,1.220033,1.221956,1.221956,0
2019-10-10,1.221270,1.238482,1.220957,1.221300,1.221300,0
2019-10-11,1.243163,1.270035,1.243008,1.243317,1.243317,0
2019-10-14,1.261098,1.264670,1.252220,1.261900,1.261900,0
2019-10-15,1.260907,1.278952,1.260366,1.261177,1.261177,0
2019-10-16,1.275917,1.286174,1.266817,1.276064,1.276064,0
2019-10-17,1.282000,1.297842,1.275575,1.282380,1.282380,0
2019-10-18,1.286700,1.291489,1.284076,1.286860,1.286860,0
2019-10-21,1.290273,1.301270,1.289075,1.290023,1.290023,0
2019-10-22,1.297151,1.298870,1.289407,1.297168,1.297168,0
2019-10-23,1.288477,1.289491,1.284258,1.288477,1.288477,0
2019-10-24,1.292090,1.294783,1.280803,1.292324,1.292324,0
2019-10-25,1.284093,1.286025,1.280524,1.284027,1.284027,0
2019-10-28,1.282857,1.287515,1.281230,1.283203,1.283203,0
2019-10-29,1.285744,1.290473,1.280984,1.285744,1.285744,0
2019-10-30,1.286670,1.290456,1.285892,1.286670,1.286670,0
2019-10-31,1.290289,1.297539,1.290289,1.290173,1.290173,0
2019-11-01,1.293862,1.297353,1.293477,1.293962,1.293962,0
2019-11-04,1.293996,1.294498,1.290123,1.293761,1.293761,0
2019-11-05,1.288693,1.291456,1.286107,1.289158,1.289158,0
2019-11-06,1.287830,1.289773,1.286769,1.288062,1.288062,0
2019-11-07,1.285661,1.287714,1.279623,1.285678,1.285678,0
2019-11-08,1.281148,1.282216,1.276976,1.277999,1.277999,0
2019-11-11,1.279656,1.289175,1.278674,1.279640,1.279640,0
2019-11-12,1.285446,1.286836,1.281723,1.285843,1.285843,0
2019-11-13,1.285347,1.286008,1.282495,1.285215,1.285215,0
2019-11-14,1.285198,1.289158,1.282594,1.285380,1.285380,0
2019-11-15,1.288278,1.291739,1.286918,1.288178,1.288178,0
2019-11-18,1.291973,1.298212,1.291656,1.292123,1.292123,0
2019-11-19,1.294968,1.297185,1.292541,1.295085,1.295085,0
2019-11-20,1.292892,1.292892,1.289175,1.292950,1.292950,0
2019-11-21,1.292691,1.297017,1.290006,1.292708,1.292708,0
2019-11-22,1.291923,1.292992,1.282676,1.291990,1.291990,0
2019-11-25,1.285099,1.291322,1.284192,1.285347,1.285347,0
2019-11-26,1.289757,1.290489,1.283845,1.289724,1.289724,0
2019-11-27,1.285926,1.289275,1.282824,1.286091,1.286091,0
2019-11-28,1.293076,1.295169,1.290123,1.292992,1.292992,0
2019-11-29,1.291072,1.294331,1.288195,1.291289,1.291289,0
2019-12-02,1.291122,1.294331,1.289807,1.291289,1.291289,0
2019-12-03,1.293845,1.300813,1.293142,1.294063,1.294063,0
2019-12-04,1.299697,1.311992,1.298448,1.299782,1.299782,0
2019-12-05,1.311051,1.316656,1.310616,1.311131,1.311131,0
2019-12-06,1.315859,1.316517,1.310187,1.315841,1.315841,0
2019-12-09,1.314406,1.318044,1.313715,1.313957,1.313957,0
2019-12-10,1.314596,1.318878,1.313456,1.314579,1.314579,0
2019-12-11,1.313215,1.318705,1.311321,1.313129,1.313129,0
2019-12-12,1.320045,1.322926,1.311648,1.320010,1.320010,0
2019-12-13,1.347654,1.350986,1.330955,1.347527,1.347527,0
2019-12-16,1.335524,1.341706,1.332623,1.335327,1.335327,0
2019-12-17,1.327175,1.330495,1.310410,1.327246,1.327246,0
2019-12-18,1.312215,1.312560,1.306233,1.312215,1.312215,0
2019-12-19,1.308472,1.312956,1.299663,1.308729,1.308729,0
2019-12-20,1.301643,1.307839,1.300830,1.301744,1.301744,0
2019-12-23,1.300525,1.303254,1.290706,1.300542,1.300542,0
2019-12-24,1.294448,1.296950,1.292307,1.294498,1.294498,0
2019-12-25,1.293494,1.298700,1.292300,1.293494,1.293494,0
2019-12-26,1.297185,1.301575,1.296126,1.297353,1.297353,0
2019-12-27,1.300289,1.311819,1.297219,1.300221,1.300221,0
2019-12-30,1.309140,1.315270,1.308764,1.309192,1.309192,0
2019-12-31,1.311648,1.328198,1.310960,1.311303,1.311303,0
2020-01-01,1.325400,1.327100,1.321877,1.326260,1.326260,0
2020-01-02,1.325047,1.326788,1.312508,1.325030,1.325030,0
2020-01-03,1.314389,1.316119,1.305483,1.315270,1.315270,0
2020-01-06,1.308130,1.317400,1.306540,1.308010,1.308010,0
2020-01-07,1.317193,1.321213,1.309638,1.317003,1.317003,0
2020-01-08,1.311131,1.316951,1.308267,1.311372,1.311372,0
2020-01-09,1.310582,1.312456,1.301507,1.310513,1.310513,0
2020-01-10,1.306933,1.309569,1.304938,1.307019,1.307019,0
2020-01-13,1.304376,1.304631,1.296193,1.304563,1.304563,0
2020-01-14,1.298771,1.301897,1.295673,1.298819,1.298819,0
2020-01-15,1.302253,1.304121,1.298921,1.302253,1.302253,0
2020-01-16,1.304121,1.308164,1.302898,1.304121,1.304121,0
2020-01-17,1.307788,1.311579,1.301778,1.307873,1.307873,0
2020-01-20,1.300712,1.300965,1.296479,1.300728,1.300728,0
2020-01-21,1.300728,1.308404,1.299599,1.300559,1.300559,0
2020-01-22,1.304631,1.314976,1.303781,1.304802,1.304802,0
2020-01-23,1.314752,1.315184,1.309843,1.314475,1.314475,0
2020-01-24,1.311992,1.316067,1.305995,1.311992,1.311992,0
2020-01-27,1.306165,1.310307,1.305142,1.306182,1.306182,0
2020-01-28,1.305995,1.306848,1.297757,1.306012,1.306012,0
2020-01-29,1.302400,1.303101,1.299123,1.302456,1.302456,0
2020-01-30,1.302253,1.310960,1.298044,1.302202,1.302202,0
2020-01-31,1.308627,1.319609,1.308627,1.308900,1.308900,0
2020-02-03,1.318079,1.318339,1.300136,1.318166,1.318166,0
2020-02-04,1.299731,1.304257,1.294398,1.299748,1.299748,0
2020-02-05,1.303135,1.307002,1.295857,1.303271,1.303271,0
2020-02-06,1.299714,1.300052,1.292407,1.299714,1.299714,0
2020-02-07,1.293009,1.295505,1.290006,1.293025,1.293025,0
2020-02-10,1.288892,1.294834,1.287416,1.289158,1.289158,0
2020-02-11,1.291656,1.296849,1.289607,1.291823,1.291823,0
2020-02-12,1.295656,1.299207,1.295337,1.295656,1.295656,0
2020-02-13,1.295857,1.306865,1.294532,1.295756,1.295756,0
2020-02-14,1.304478,1.306336,1.300390,1.304682,1.304682,0
2020-02-17,1.305091,1.305313,1.300441,1.305296,1.305296,0
2020-02-18,1.300542,1.304904,1.297252,1.300898,1.300898,0
2020-02-19,1.299984,1.302168,1.292808,1.300221,1.300221,0
2020-02-20,1.292825,1.293042,1.285149,1.292825,1.292825,0
2020-02-21,1.288145,1.297690,1.287963,1.288328,1.288328,0
2020-02-24,1.295203,1.295500,1.288892,1.295370,1.295370,0
2020-02-25,1.292524,1.301795,1.291656,1.292658,1.292658,0
2020-02-26,1.300238,1.301067,1.291322,1.300339,1.300339,0
2020-02-27,1.290722,1.294532,1.286256,1.290689,1.290689,0
2020-02-28,1.288926,1.291890,1.275445,1.288892,1.288892,0
2020-03-02,1.280557,1.285182,1.274194,1.280705,1.280705,0
2020-03-03,1.276634,1.283746,1.275982,1.276715,1.276715,0
2020-03-04,1.282117,1.284604,1.277156,1.282084,1.282084,0
2020-03-05,1.287217,1.294582,1.286174,1.287498,1.287498,0
2020-03-06,1.295000,1.304972,1.295000,1.295068,1.295068,0
2020-03-09,1.309655,1.319975,1.303645,1.309929,1.309929,0
2020-03-10,1.307531,1.308832,1.293444,1.307531,1.307531,0
2020-03-11,1.290689,1.297741,1.285545,1.290972,1.290972,0
2020-03-12,1.281756,1.285182,1.254296,1.281821,1.281821,0
2020-03-13,1.257277,1.262499,1.240064,1.257024,1.257024,0
2020-03-16,1.240033,1.240033,1.222285,1.239987,1.239987,0
2020-03-17,1.226934,1.227054,1.200927,1.226663,1.226663,0
2020-03-18,1.211607,1.213033,1.174646,1.212165,1.212165,0
2020-03-19,1.161103,1.178856,1.147684,1.162534,1.162534,0
2020-03-20,1.149637,1.192435,1.148211,1.149439,1.149439,0
2020-03-23,1.160860,1.171166,1.148026,1.162304,1.162304,0
2020-03-24,1.159783,1.178967,1.158373,1.159555,1.159555,0
2020-03-25,1.179148,1.197318,1.164714,1.179204,1.179204,0
2020-03-26,1.184413,1.213916,1.182257,1.185115,1.185115,0
2020-03-27,1.219334,1.237991,1.215347,1.220063,1.220063,0
2020-03-30,1.244865,1.246727,1.231982,1.245319,1.245319,0
2020-03-31,1.236552,1.246945,1.226738,1.237164,1.237164,0
2020-04-01,1.241157,1.243843,1.233502,1.240849,1.240849,0
2020-04-02,1.238175,1.246556,1.235498,1.238237,1.238237,0
2020-04-03,1.239188,1.239403,1.220733,1.239495,1.239495,0
2020-04-06,1.221956,1.232742,1.221285,1.222016,1.222016,0
2020-04-07,1.223481,1.238237,1.222046,1.224050,1.224050,0
2020-04-08,1.233745,1.241804,1.228954,1.233867,1.233867,0
2020-04-09,1.239173,1.247521,1.236247,1.239311,1.239311,0
2020-04-10,1.245982,1.248814,1.244958,1.245485,1.245485,0
2020-04-13,1.245904,1.253337,1.245578,1.246106,1.246106,0
2020-04-14,1.252035,1.262084,1.251173,1.252395,1.252395,0
2020-04-15,1.262403,1.262786,1.244075,1.262626,1.262626,0
2020-04-16,1.252191,1.252662,1.241434,1.252097,1.252097,0
2020-04-17,1.248782,1.252317,1.240864,1.248782,1.248782,0
2020-04-20,1.248751,1.249157,1.241820,1.248751,1.248751,0
2020-04-21,1.244245,1.244400,1.226347,1.244276,1.244276,0
2020-04-22,1.230239,1.238313,1.227596,1.229861,1.229861,0
2020-04-23,1.232256,1.241573,1.230936,1.232392,1.232392,0
2020-04-24,1.235315,1.237425,1.229967,1.235224,1.235224,0
2020-04-27,1.236858,1.245377,1.236125,1.236660,1.236660,0
2020-04-28,1.242236,1.251846,1.240572,1.242267,1.242267,0
2020-04-29,1.243394,1.248626,1.239050,1.243565,1.243565,0
2020-04-30,1.246914,1.263775,1.242993,1.247147,1.247147,0
2020-05-01,1.258099,1.258099,1.250406,1.258147,1.258147,0
2020-05-04,1.245656,1.246883,1.240649,1.245423,1.245423,0
2020-05-05,1.244818,1.248034,1.242221,1.244555,1.244555,0
2020-05-06,1.244524,1.245020,1.233776,1.244420,1.244420,0
2020-05-07,1.232742,1.241465,1.226994,1.232559,1.232559,0
2020-05-08,1.237409,1.246354,1.235773,1.237593,1.237593,0
2020-05-11,1.241634,1.243781,1.228577,1.241742,1.241742,0
2020-05-12,1.233228,1.237624,1.228864,1.233350,1.233350,0
2020-05-13,1.225370,1.233745,1.222195,1.225490,1.225490,0
2020-05-14,1.223945,1.224140,1.216885,1.224155,1.224155,0
2020-05-15,1.223391,1.223810,1.211637,1.223391,1.223391,0
2020-05-18,1.208605,1.222434,1.208605,1.208576,1.208576,0
2020-05-19,1.220256,1.226934,1.218487,1.220003,1.220003,0
2020-05-20,1.225941,1.228697,1.222315,1.225595,1.225595,0
2020-05-21,1.223541,1.224950,1.218650,1.223691,1.223691,0
2020-05-22,1.222613,1.223541,1.216338,1.222345,1.222345,0
2020-05-25,1.218665,1.220390,1.216501,1.218606,1.218606,0
2020-05-26,1.220048,1.236277,1.219854,1.220137,1.220137,0
2020-05-27,1.233502,1.234934,1.220942,1.233502,1.233502,0
2020-05-28,1.226317,1.233502,1.223541,1.226482,1.226482,0
2020-05-29,1.231967,1.239219,1.229332,1.232149,1.232149,0
2020-06-01,1.234537,1.248502,1.234537,1.234800,1.234800,0
2020-06-02,1.248845,1.257545,1.247957,1.248704,1.248704,0
2020-06-03,1.257893,1.261304,1.255493,1.258147,1.258147,0
2020-06-04,1.257450,1.262228,1.250156,1.257514,1.257514,0
2020-06-05,1.260287,1.272977,1.258431,1.260907,1.260907,0
2020-06-08,1.271391,1.271876,1.262866,1.272572,1.272572,0
2020-06-09,1.273237,1.275494,1.262690,1.273528,1.273528,0
2020-06-10,1.271133,1.280033,1.270745,1.271133,1.271133,0
2020-06-11,1.271423,1.275039,1.262499,1.271068,1.271068,0
2020-06-12,1.257561,1.265086,1.252332,1.257703,1.257703,0
2020-06-15,1.251236,1.257846,1.245625,1.250876,1.250876,0
2020-06-16,1.263823,1.268713,1.256029,1.263775,1.263775,0
2020-06-17,1.258384,1.258732,1.251423,1.258511,1.258511,0
2020-06-18,1.255162,1.256329,1.240464,1.255272,1.255272,0
2020-06-19,1.242483,1.245485,1.235086,1.242684,1.242684,0
2020-06-22,1.234553,1.245501,1.233730,1.234812,1.234812,0
2020-06-23,1.249938,1.253164,1.243379,1.250156,1.250156,0
2020-06-24,1.252803,1.254301,1.241696,1.252489,1.252489,0
2020-06-25,1.241511,1.246417,1.239357,1.241295,1.241295,0
2020-06-26,1.242421,1.243688,1.231724,1.242545,1.242545,0
2020-06-29,1.234096,1.239004,1.225415,1.234217,1.234217,0
2020-06-30,1.231072,1.239203,1.226001,1.231057,1.231057,0
2020-07-01,1.238866,1.247738,1.236033,1.238927,1.238927,0
2020-07-02,1.246821,1.252976,1.246184,1.246479,1.246479,0
2020-07-03,1.246696,1.248626,1.244075,1.246640,1.246640,0
2020-07-06,1.247754,1.251987,1.247676,1.247552,1.247552,0
2020-07-07,1.249453,1.259097,1.246385,1.249547,1.249547,0
2020-07-08,1.253793,1.260033,1.251016,1.254280,1.254280,0
2020-07-09,1.261273,1.266945,1.260224,1.261352,1.261352,0
2020-07-10,1.260653,1.266400,1.256913,1.260509,1.260509,0
2020-07-13,1.262690,1.266641,1.259303,1.262751,1.262751,0
2020-07-14,1.254973,1.255966,1.248190,1.255178,1.255178,0
2020-07-15,1.257118,1.264974,1.256439,1.256929,1.256929,0
2020-07-16,1.259034,1.262435,1.252097,1.259100,1.259100,0
2020-07-17,1.256013,1.257229,1.251345,1.255950,1.255950,0
2020-07-20,1.257229,1.265935,1.251909,1.257118,1.257118,0
2020-07-21,1.266464,1.275136,1.265278,1.266175,1.266175,0
2020-07-22,1.273447,1.274080,1.264574,1.273075,1.273075,0
2020-07-23,1.273091,1.275982,1.267427,1.272993,1.272993,0
2020-07-24,1.273058,1.279476,1.272006,1.273075,1.273075,0
2020-07-27,1.279803,1.289956,1.279803,1.279591,1.279591,0
2020-07-28,1.288876,1.294884,1.284142,1.288975,1.288975,0
2020-07-29,1.292725,1.299376,1.291272,1.292374,1.292374,0
2020-07-30,1.298263,1.306984,1.294565,1.298246,1.298246,0
2020-07-31,1.311751,1.316968,1.310668,1.311785,1.311785,0
2020-08-03,1.310101,1.311166,1.300593,1.310170,1.310170,0
2020-08-04,1.307805,1.310633,1.298420,1.307873,1.307873,0
2020-08-05,1.308695,1.316205,1.306046,1.308609,1.308609,0
2020-08-06,1.312698,1.318513,1.311974,1.312680,1.312680,0
2020-08-07,1.313439,1.314803,1.301168,1.313802,1.313802,0
2020-08-10,1.305296,1.310204,1.301965,1.305227,1.305227,0
2020-08-11,1.307617,1.313129,1.305739,1.307719,1.307719,0
2020-08-12,1.305432,1.306677,1.300728,1.305074,1.305074,0
2020-08-13,1.304972,1.312164,1.304500,1.304802,1.304802,0
2020-08-14,1.307002,1.314164,1.305074,1.307053,1.307053,0
2020-08-17,1.310444,1.312129,1.307480,1.310700,1.310700,0
2020-08-18,1.310788,1.324047,1.310719,1.310788,1.310788,0
2020-08-19,1.325311,1.326735,1.317367,1.325399,1.325399,0
2020-08-20,1.310753,1.319366,1.306609,1.311080,1.311080,0
2020-08-21,1.322157,1.325486,1.306404,1.322034,1.322034,0
2020-08-24,1.309278,1.314924,1.306455,1.309415,1.309415,0
2020-08-25,1.307207,1.317055,1.305977,1.307138,1.307138,0
2020-08-26,1.314924,1.321248,1.311819,1.315218,1.315218,0
2020-08-27,1.321895,1.327981,1.316673,1.321982,1.321982,0
2020-08-28,1.319970,1.335363,1.318826,1.319958,1.319958,0
2020-08-31,1.335506,1.339316,1.330265,1.335648,1.335648,0
2020-09-01,1.336505,1.348072,1.335648,1.336452,1.336452,0
2020-09-02,1.340051,1.340141,1.328533,1.339944,1.339944,0
2020-09-03,1.334999,1.334999,1.324696,1.335131,1.335131,0
2020-09-04,1.326700,1.331824,1.317801,1.326225,1.326225,0
2020-09-07,1.324837,1.325908,1.314302,1.324574,1.324574,0
2020-09-08,1.316257,1.316656,1.301219,1.316222,1.316222,0
2020-09-09,1.296798,1.301795,1.288726,1.296849,1.296849,0
2020-09-10,1.299883,1.303356,1.284406,1.299917,1.299917,0
2020-09-11,1.281082,1.286008,1.276585,1.280830,1.280830,0
2020-09-14,1.280984,1.291506,1.279198,1.280656,1.280656,0
2020-09-15,1.284687,1.292491,1.281723,1.284967,1.284967,0
2020-09-16,1.288328,1.300576,1.287830,1.288477,1.288477,0
2020-09-17,1.296109,1.299511,1.286654,1.296000,1.296000,0
2020-09-18,1.298415,1.299917,1.293661,1.297555,1.297555,0
2020-09-21,1.293343,1.296613,1.278159,1.293276,1.293276,0
2020-09-22,1.281673,1.286587,1.271407,1.282051,1.282051,0
2020-09-23,1.274356,1.277580,1.267957,1.274405,1.274405,0
2020-09-24,1.271795,1.277449,1.269277,1.271747,1.271747,0
2020-09-25,1.275657,1.280377,1.269132,1.275705,1.275705,0
2020-09-28,1.276539,1.291906,1.275315,1.276683,1.276683,0
2020-09-29,1.287283,1.289873,1.283648,1.287349,1.287349,0
2020-09-30,1.286505,1.293962,1.280787,1.286654,1.286654,0
2020-10-01,1.291823,1.298027,1.282298,1.291756,1.291756,0
2020-10-02,1.288560,1.295102,1.283961,1.288627,1.288627,0
2020-10-05,1.292808,1.298752,1.290156,1.293109,1.293109,0
2020-10-06,1.299207,1.300898,1.292340,1.299258,1.299258,0
2020-10-07,1.288477,1.292925,1.285033,1.288328,1.288328,0
2020-10-08,1.291656,1.296933,1.289657,1.291756,1.291756,0
2020-10-09,1.293929,1.301507,1.292674,1.294046,1.294046,0
2020-10-12,1.302932,1.307976,1.300559,1.303169,1.303169,0
2020-10-13,1.306592,1.306745,1.296193,1.306575,1.306575,0
2020-10-14,1.293326,1.306267,1.286670,1.293527,1.293527,0
2020-10-15,1.301439,1.302932,1.289258,1.301236,1.301236,0
2020-10-16,1.290306,1.296176,1.287333,1.290206,1.290206,0
2020-10-19,1.292775,1.302287,1.292491,1.292775,1.292775,0
2020-10-20,1.294700,1.297791,1.291272,1.294867,1.294867,0
2020-10-21,1.295706,1.317141,1.295521,1.295404,1.295404,0
2020-10-22,1.313111,1.314994,1.307172,1.313198,1.313198,0
2020-10-23,1.307839,1.311441,1.302270,1.307805,1.307805,0
2020-10-26,1.305364,1.307258,1.299545,1.305466,1.305466,0
2020-10-27,1.301727,1.307788,1.300255,1.301575,1.301575,0
2020-10-28,1.303169,1.306353,1.291839,1.303186,1.303186,0
2020-10-29,1.298786,1.302524,1.288361,1.298988,1.298988,0
2020-10-30,1.293209,1.298752,1.290006,1.293193,1.293193,0
2020-11-02,1.292708,1.294247,1.285678,1.292674,1.292674,0
2020-11-03,1.292400,1.307702,1.291606,1.292390,1.292390,0
2020-11-04,1.313267,1.313767,1.291789,1.312164,1.312164,0
2020-11-05,1.296109,1.313249,1.294264,1.296680,1.296680,0
2020-11-06,1.313836,1.317593,1.309552,1.313940,1.313940,0
2020-11-09,1.317922,1.320585,1.312164,1.318061,1.318061,0
2020-11-10,1.316760,1.327633,1.315876,1.316968,1.316968,0
2020-11-11,1.326154,1.329451,1.319435,1.326154,1.326154,0
2020-11-12,1.322401,1.322874,1.312560,1.322419,1.322419,0
2020-11-13,1.312388,1.318687,1.311131,1.312164,1.312164,0
2020-11-16,1.321982,1.324188,1.316864,1.322052,1.322052,0
2020-11-17,1.322314,1.327140,1.319383,1.322209,1.322209,0
2020-11-18,1.325926,1.331115,1.324503,1.325908,1.325908,0
2020-11-19,1.324486,1.326350,1.319958,1.325645,1.325645,0
2020-11-20,1.325047,1.329557,1.324960,1.324924,1.324924,0
2020-11-23,1.330336,1.339764,1.326665,1.330513,1.330513,0
2020-11-24,1.332356,1.337972,1.329593,1.332907,1.332907,0
2020-11-25,1.336237,1.339351,1.330707,1.336327,1.336327,0
2020-11-26,1.338473,1.339870,1.332303,1.338545,1.338545,0
2020-11-27,1.335220,1.338115,1.329593,1.335452,1.335452,0
2020-11-30,1.333067,1.338133,1.330637,1.333191,1.333191,0
2020-12-01,1.333725,1.343851,1.331913,1.333689,1.333689,0
2020-12-02,1.342228,1.344140,1.329169,1.342264,1.342264,0
2020-12-03,1.337095,1.350001,1.335434,1.337077,1.337077,0
2020-12-04,1.345261,1.353766,1.341814,1.345497,1.345497,0
2020-12-07,1.341562,1.343653,1.322741,1.341742,1.341742,0
2020-12-08,1.335702,1.338491,1.329169,1.335738,1.335738,0
2020-12-09,1.336648,1.347654,1.336273,1.336559,1.336559,0
